variant,config_index,m_bits,l_bits,k_bits,ssim,ssim_error
TRUNC,81,8,4,4,0.636450027,0.363549973
COPY B,81,8,4,4,0.636543405,0.363456595
COPY AB,81,8,4,4,0.636540589,0.363459411
COPY BA,81,8,4,4,0.636527531,0.363472469
TRUNC 1,81,8,4,4,0.636632266,0.363367734
LZTA,81,8,4,4,0.999973322,0.000026678
HOERAA,81,8,4,4,0.999974361,0.000025639
MHEAA,81,8,4,4,0.999974555,0.000025445
HERLOA,81,8,4,4,0.999974490,0.000025510
HEAA,81,8,4,4,0.999974534,0.000025466
ETA,81,8,4,4,0.999983242,0.000016758
SETA,81,8,4,4,0.999973871,0.000026129
OLOCA,81,8,4,4,0.999973895,0.000026105
MHERLOA,81,8,4,4,0.999974215,0.000025785
LDCA,81,8,4,4,0.999969927,0.000030073
HOAANED,81,8,4,4,0.999974441,0.000025559
COPY,82,8,5,3,0.638993368,0.361006632
LOA,82,8,5,3,0.639016512,0.360983488
TRUNC,82,8,5,3,0.638953863,0.361046137
COPY B,82,8,5,3,0.638997565,0.361002435
COPY AB,82,8,5,3,0.638994494,0.361005506
COPY BA,82,8,5,3,0.638996439,0.361003561
TRUNC 1,82,8,5,3,0.639039157,0.360960843
LZTA,82,8,5,3,0.999975250,0.000024750
HOERAA,82,8,5,3,0.999975223,0.000024777
MHEAA,82,8,5,3,0.999975319,0.000024681
HERLOA,82,8,5,3,0.999975001,0.000024999
HEAA,82,8,5,3,0.999975314,0.000024686
ETA,82,8,5,3,0.999983284,0.000016716
SETA,82,8,5,3,0.999975001,0.000024999
OLOCA,82,8,5,3,0.999975006,0.000024994
MHERLOA,82,8,5,3,0.999975140,0.000024860
LDCA,82,8,5,3,0.999970523,0.000029477
HOAANED,82,8,5,3,0.999975249,0.000024751
COPY,83,8,6,2,0.637204613,0.362795387
LOA,83,8,6,2,0.637214173,0.362785827
TRUNC,83,8,6,2,0.637187425,0.362812575
COPY B,83,8,6,2,0.637206373,0.362793627
COPY AB,83,8,6,2,0.637205684,0.362794316
COPY BA,83,8,6,2,0.637205302,0.362794698
TRUNC 1,83,8,6,2,0.637223911,0.362776089
LZTA,83,8,6,2,0.999972588,0.000027412
HOERAA,83,8,6,2,0.999972990,0.000027010
MHEAA,83,8,6,2,0.999972990,0.000027010
HERLOA,83,8,6,2,0.999972988,0.000027012
HEAA,83,8,6,2,0.999973165,0.000026835
ETA,83,8,6,2,0.999983239,0.000016761
SETA,83,8,6,2,0.999972988,0.000027012
OLOCA,83,8,6,2,0.999972990,0.000027010
MHERLOA,83,8,6,2,0.999973070,0.000026930
LDCA,83,8,6,2,0.999970649,0.000029351
HOAANED,83,8,6,2,0.999972990,0.000027010
COPY,84,8,7,1,0.638049059,0.361950941
LOA,84,8,7,1,0.638052257,0.361947743
TRUNC,84,8,7,1,0.638043133,0.361956867
COPY B,84,8,7,1,0.638049696,0.361950304
COPY AB,84,8,7,1,0.638049059,0.361950941
COPY BA,84,8,7,1,0.638049696,0.361950304
TRUNC 1,84,8,7,1,0.638055334,0.361944666
LZTA,84,8,7,1,0.999973636,0.000026364
HOERAA,84,8,7,1,0.999974330,0.000025670
MHEAA,84,8,7,1,0.999974330,0.000025670
HERLOA,84,8,7,1,0.999974296,0.000025704
HEAA,84,8,7,1,0.999974296,0.000025704
ETA,84,8,7,1,0.999983208,0.000016792
SETA,84,8,7,1,0.999974296,0.000025704
OLOCA,84,8,7,1,0.999974330,0.000025670
MHERLOA,84,8,7,1,0.999974330,0.000025670
LDCA,84,8,7,1,0.999971437,0.000028563
HOAANED,84,8,7,1,0.999974330,0.000025670
COPY,85,9,1,6,0.639760296,0.360239704
LOA,85,9,1,6,0.639972783,0.360027217
TRUNC,85,9,1,6,0.639418901,0.360581099
COPY B,85,9,1,6,0.639783948,0.360216052
COPY AB,85,9,1,6,0.639783652,0.360216348
COPY BA,85,9,1,6,0.639760570,0.360239430
TRUNC 1,85,9,1,6,0.640185747,0.359814253
LZTA,85,9,1,6,0.999995794,0.000004206
HOERAA,85,9,1,6,0.999996395,0.000003605
MHEAA,85,9,1,6,0.999996511,0.000003489
HERLOA,85,9,1,6,0.999996531,0.000003469
HEAA,85,9,1,6,0.999996492,0.000003508
ETA,85,9,1,6,0.999996814,0.000003186
SETA,85,9,1,6,0.999995718,0.000004282
OLOCA,85,9,1,6,0.999995688,0.000004312
MHERLOA,85,9,1,6,0.999996525,0.000003475
LDCA,85,9,1,6,0.999994956,0.000005044
HOAANED,85,9,1,6,0.999996448,0.000003552
COPY,86,9,2,5,0.635897734,0.364102266
LOA,86,9,2,5,0.636002543,0.363997457
TRUNC,86,9,2,5,0.635727440,0.364272560
COPY B,86,9,2,5,0.635915231,0.364084769
COPY AB,86,9,2,5,0.635913757,0.364086243
COPY BA,86,9,2,5,0.635899214,0.364100786
TRUNC 1,86,9,2,5,0.636103017,0.363896983
LZTA,86,9,2,5,0.999994279,0.000005721
HOERAA,86,9,2,5,0.999994750,0.000005250
MHEAA,86,9,2,5,0.999994878,0.000005122
HERLOA,86,9,2,5,0.999994897,0.000005103
HEAA,86,9,2,5,0.999994904,0.000005096
ETA,86,9,2,5,0.999996048,0.000003952
SETA,86,9,2,5,0.999994385,0.000005615
OLOCA,86,9,2,5,0.999994357,0.000005643
MHERLOA,86,9,2,5,0.999994894,0.000005106
LDCA,86,9,2,5,0.999993646,0.000006354
HOAANED,86,9,2,5,0.999994830,0.000005170
COPY,87,9,3,4,0.636872409,0.363127591
LOA,87,9,3,4,0.636926291,0.363073709
TRUNC,87,9,3,4,0.636797856,0.363202144
COPY B,87,9,3,4,0.636891092,0.363108908
COPY AB,87,9,3,4,0.636888291,0.363111709
COPY BA,87,9,3,4,0.636875214,0.363124786
TRUNC 1,87,9,3,4,0.636979801,0.363020199
LZTA,87,9,3,4,0.999993558,0.000006442
HOERAA,87,9,3,4,0.999994069,0.000005931
MHEAA,87,9,3,4,0.999994167,0.000005833
HERLOA,87,9,3,4,0.999994147,0.000005853
HEAA,87,9,3,4,0.999994171,0.000005829
ETA,87,9,3,4,0.999995756,0.000004244
SETA,87,9,3,4,0.999993874,0.000006126
OLOCA,87,9,3,4,0.999993873,0.000006127
MHERLOA,87,9,3,4,0.999994008,0.000005992
LDCA,87,9,3,4,0.999992653,0.000007347
HOAANED,87,9,3,4,0.999994105,0.000005895
COPY,88,9,4,3,0.639352117,0.360647883
LOA,88,9,4,3,0.639375228,0.360624772
TRUNC,88,9,4,3,0.639312670,0.360687330
COPY B,88,9,4,3,0.639356302,0.360643698
COPY AB,88,9,4,3,0.639353246,0.360646754
COPY BA,88,9,4,3,0.639355172,0.360644828
TRUNC 1,88,9,4,3,0.639397826,0.360602174
LZTA,88,9,4,3,0.999993939,0.000006061
HOERAA,88,9,4,3,0.999993603,0.000006397
MHEAA,88,9,4,3,0.999993646,0.000006354
HERLOA,88,9,4,3,0.999993488,0.000006512
HEAA,88,9,4,3,0.999993647,0.000006353
ETA,88,9,4,3,0.999995686,0.000004314
SETA,88,9,4,3,0.999993488,0.000006512
OLOCA,88,9,4,3,0.999993487,0.000006513
MHERLOA,88,9,4,3,0.999993535,0.000006465
LDCA,88,9,4,3,0.999992714,0.000007286
HOAANED,88,9,4,3,0.999993614,0.000006386
COPY,89,9,5,2,0.637555320,0.362444680
LOA,89,9,5,2,0.637564872,0.362435128
TRUNC,89,9,5,2,0.637538157,0.362461843
COPY B,89,9,5,2,0.637557086,0.362442914
COPY AB,89,9,5,2,0.637556395,0.362443605
COPY BA,89,9,5,2,0.637556011,0.362443989
TRUNC 1,89,9,5,2,0.637574585,0.362425415
LZTA,89,9,5,2,0.999993636,0.000006364
HOERAA,89,9,5,2,0.999993433,0.000006567
MHEAA,89,9,5,2,0.999993433,0.000006567
HERLOA,89,9,5,2,0.999993436,0.000006564
HEAA,89,9,5,2,0.999993519,0.000006481
ETA,89,9,5,2,0.999995665,0.000004335
SETA,89,9,5,2,0.999993436,0.000006564
OLOCA,89,9,5,2,0.999993433,0.000006567
MHERLOA,89,9,5,2,0.999993463,0.000006537
LDCA,89,9,5,2,0.999992918,0.000007082
HOAANED,89,9,5,2,0.999993433,0.000006567
COPY,90,9,6,1,0.638410382,0.361589618
LOA,90,9,6,1,0.638413577,0.361586423
TRUNC,90,9,6,1,0.638404466,0.361595534
COPY B,90,9,6,1,0.638411021,0.361588979
COPY AB,90,9,6,1,0.638410382,0.361589618
COPY BA,90,9,6,1,0.638411021,0.361588979
TRUNC 1,90,9,6,1,0.638416646,0.361583354
LZTA,90,9,6,1,0.999993757,0.000006243
HOERAA,90,9,6,1,0.999993632,0.000006368
MHEAA,90,9,6,1,0.999993632,0.000006368
HERLOA,90,9,6,1,0.999993619,0.000006381
HEAA,90,9,6,1,0.999993619,0.000006381
ETA,90,9,6,1,0.999995639,0.000004361
SETA,90,9,6,1,0.999993619,0.000006381
OLOCA,90,9,6,1,0.999993632,0.000006368
MHERLOA,90,9,6,1,0.999993632,0.000006368
LDCA,90,9,6,1,0.999992818,0.000007182
HOAANED,90,9,6,1,0.999993632,0.000006368
COPY,91,10,1,5,0.636094088,0.363905912
LOA,91,10,1,5,0.636198847,0.363801153
TRUNC,91,10,1,5,0.635923945,0.364076055
COPY B,91,10,1,5,0.636111585,0.363888415
COPY AB,91,10,1,5,0.636110093,0.363889907
COPY BA,91,10,1,5,0.636095586,0.363904414
TRUNC 1,91,10,1,5,0.636299238,0.363700762
LZTA,91,10,1,5,0.999998856,0.000001144
HOERAA,91,10,1,5,0.999998931,0.000001069
MHEAA,91,10,1,5,0.999998976,0.000001024
HERLOA,91,10,1,5,0.999998996,0.000001004
HEAA,91,10,1,5,0.999998989,0.000001011
ETA,91,10,1,5,0.999999151,0.000000849
SETA,91,10,1,5,0.999998762,0.000001238
OLOCA,91,10,1,5,0.999998744,0.000001256
MHERLOA,91,10,1,5,0.999998994,0.000001006
LDCA,91,10,1,5,0.999998621,0.000001379
HOAANED,91,10,1,5,0.999998968,0.000001032
COPY,92,10,2,4,0.637067997,0.362932003
LOA,92,10,2,4,0.637121837,0.362878163
TRUNC,92,10,2,4,0.636993504,0.363006496
COPY B,92,10,2,4,0.637086660,0.362913340
COPY AB,92,10,2,4,0.637083860,0.362916140
COPY BA,92,10,2,4,0.637070800,0.362929200
TRUNC 1,92,10,2,4,0.637175311,0.362824689
LZTA,92,10,2,4,0.999998592,0.000001408
HOERAA,92,10,2,4,0.999998741,0.000001259
MHEAA,92,10,2,4,0.999998774,0.000001226
HERLOA,92,10,2,4,0.999998768,0.000001232
HEAA,92,10,2,4,0.999998773,0.000001227
ETA,92,10,2,4,0.999998969,0.000001031
SETA,92,10,2,4,0.999998651,0.000001349
OLOCA,92,10,2,4,0.999998652,0.000001348
MHERLOA,92,10,2,4,0.999998696,0.000001304
LDCA,92,10,2,4,0.999998379,0.000001621
HOAANED,92,10,2,4,0.999998757,0.000001243
COPY,93,10,3,3,0.639550867,0.360449133
LOA,93,10,3,3,0.639573957,0.360426043
TRUNC,93,10,3,3,0.639511458,0.360488542
COPY B,93,10,3,3,0.639555054,0.360444946
COPY AB,93,10,3,3,0.639552000,0.360448000
COPY BA,93,10,3,3,0.639553920,0.360446080
TRUNC 1,93,10,3,3,0.639596549,0.360403451
LZTA,93,10,3,3,0.999998499,0.000001501
HOERAA,93,10,3,3,0.999998524,0.000001476
MHEAA,93,10,3,3,0.999998542,0.000001458
HERLOA,93,10,3,3,0.999998473,0.000001527
HEAA,93,10,3,3,0.999998543,0.000001457
ETA,93,10,3,3,0.999998904,0.000001096
SETA,93,10,3,3,0.999998473,0.000001527
OLOCA,93,10,3,3,0.999998471,0.000001529
MHERLOA,93,10,3,3,0.999998497,0.000001503
LDCA,93,10,3,3,0.999998297,0.000001703
HOAANED,93,10,3,3,0.999998529,0.000001471
COPY,94,10,4,2,0.637750150,0.362249850
LOA,94,10,4,2,0.637759696,0.362240304
TRUNC,94,10,4,2,0.637733005,0.362266995
COPY B,94,10,4,2,0.637751920,0.362248080
COPY AB,94,10,4,2,0.637751229,0.362248771
COPY BA,94,10,4,2,0.637750841,0.362249159
TRUNC 1,94,10,4,2,0.637769406,0.362230594
LZTA,94,10,4,2,0.999998299,0.000001701
HOERAA,94,10,4,2,0.999998348,0.000001652
MHEAA,94,10,4,2,0.999998348,0.000001652
HERLOA,94,10,4,2,0.999998351,0.000001649
HEAA,94,10,4,2,0.999998391,0.000001609
ETA,94,10,4,2,0.999998897,0.000001103
SETA,94,10,4,2,0.999998351,0.000001649
OLOCA,94,10,4,2,0.999998348,0.000001652
MHERLOA,94,10,4,2,0.999998366,0.000001634
LDCA,94,10,4,2,0.999998147,0.000001853
HOAANED,94,10,4,2,0.999998348,0.000001652
COPY,95,10,5,1,0.638609273,0.361390727
LOA,95,10,5,1,0.638612466,0.361387534
TRUNC,95,10,5,1,0.638603362,0.361396638
COPY B,95,10,5,1,0.638609912,0.361390088
COPY AB,95,10,5,1,0.638609273,0.361390727
COPY BA,95,10,5,1,0.638609912,0.361390088
TRUNC 1,95,10,5,1,0.638615533,0.361384467
LZTA,95,10,5,1,0.999998465,0.000001535
HOERAA,95,10,5,1,0.999998470,0.000001530
MHEAA,95,10,5,1,0.999998470,0.000001530
HERLOA,95,10,5,1,0.999998464,0.000001536
HEAA,95,10,5,1,0.999998464,0.000001536
ETA,95,10,5,1,0.999998888,0.000001112
SETA,95,10,5,1,0.999998464,0.000001536
OLOCA,95,10,5,1,0.999998470,0.000001530
MHERLOA,95,10,5,1,0.999998470,0.000001530
LDCA,95,10,5,1,0.999998230,0.000001770
HOAANED,95,10,5,1,0.999998470,0.000001530
COPY,96,11,1,4,0.637126944,0.362873056
LOA,96,11,1,4,0.637180763,0.362819237
TRUNC,96,11,1,4,0.637052505,0.362947495
COPY B,96,11,1,4,0.637145596,0.362854404
COPY AB,96,11,1,4,0.637142798,0.362857202
COPY BA,96,11,1,4,0.637129744,0.362870256
TRUNC 1,96,11,1,4,0.637234226,0.362765774
LZTA,96,11,1,4,0.999999729,0.000000271
HOERAA,96,11,1,4,0.999999759,0.000000241
MHEAA,96,11,1,4,0.999999773,0.000000227
HERLOA,96,11,1,4,0.999999771,0.000000229
HEAA,96,11,1,4,0.999999773,0.000000227
ETA,96,11,1,4,0.999999803,0.000000197
SETA,96,11,1,4,0.999999718,0.000000282
OLOCA,96,11,1,4,0.999999717,0.000000283
MHERLOA,96,11,1,4,0.999999731,0.000000269
LDCA,96,11,1,4,0.999999673,0.000000327
HOAANED,96,11,1,4,0.999999762,0.000000238
COPY,97,11,2,3,0.639614016,0.360385984
LOA,97,11,2,3,0.639637097,0.360362903
TRUNC,97,11,2,3,0.639574633,0.360425367
COPY B,97,11,2,3,0.639618201,0.360381799
COPY AB,97,11,2,3,0.639615150,0.360384850
COPY BA,97,11,2,3,0.639617067,0.360382933
TRUNC 1,97,11,2,3,0.639659683,0.360340317
LZTA,97,11,2,3,0.999999656,0.000000344
HOERAA,97,11,2,3,0.999999673,0.000000327
MHEAA,97,11,2,3,0.999999683,0.000000317
HERLOA,97,11,2,3,0.999999649,0.000000351
HEAA,97,11,2,3,0.999999683,0.000000317
ETA,97,11,2,3,0.999999757,0.000000243
SETA,97,11,2,3,0.999999649,0.000000351
OLOCA,97,11,2,3,0.999999649,0.000000351
MHERLOA,97,11,2,3,0.999999660,0.000000340
LDCA,97,11,2,3,0.999999625,0.000000375
HOAANED,97,11,2,3,0.999999674,0.000000326
COPY,98,11,3,2,0.637809616,0.362190384
LOA,98,11,3,2,0.637819158,0.362180842
TRUNC,98,11,3,2,0.637792482,0.362207518
COPY B,98,11,3,2,0.637811385,0.362188615
COPY AB,98,11,3,2,0.637810695,0.362189305
COPY BA,98,11,3,2,0.637810306,0.362189694
TRUNC 1,98,11,3,2,0.637828865,0.362171135
LZTA,98,11,3,2,0.999999596,0.000000404
HOERAA,98,11,3,2,0.999999581,0.000000419
MHEAA,98,11,3,2,0.999999581,0.000000419
HERLOA,98,11,3,2,0.999999582,0.000000418
HEAA,98,11,3,2,0.999999604,0.000000396
ETA,98,11,3,2,0.999999745,0.000000255
SETA,98,11,3,2,0.999999582,0.000000418
OLOCA,98,11,3,2,0.999999581,0.000000419
MHERLOA,98,11,3,2,0.999999590,0.000000410
LDCA,98,11,3,2,0.999999544,0.000000456
HOAANED,98,11,3,2,0.999999581,0.000000419
COPY,99,11,4,1,0.638672029,0.361327971
LOA,99,11,4,1,0.638675219,0.361324781
TRUNC,99,11,4,1,0.638666122,0.361333878
COPY B,99,11,4,1,0.638672668,0.361327332
COPY AB,99,11,4,1,0.638672029,0.361327971
COPY BA,99,11,4,1,0.638672668,0.361327332
TRUNC 1,99,11,4,1,0.638678287,0.361321713
LZTA,99,11,4,1,0.999999610,0.000000390
HOERAA,99,11,4,1,0.999999624,0.000000376
MHEAA,99,11,4,1,0.999999624,0.000000376
HERLOA,99,11,4,1,0.999999620,0.000000380
HEAA,99,11,4,1,0.999999620,0.000000380
ETA,99,11,4,1,0.999999740,0.000000260
SETA,99,11,4,1,0.999999620,0.000000380
OLOCA,99,11,4,1,0.999999624,0.000000376
MHERLOA,99,11,4,1,0.999999624,0.000000376
LDCA,99,11,4,1,0.999999563,0.000000437
HOAANED,99,11,4,1,0.999999624,0.000000376
COPY,100,12,1,3,0.639652536,0.360347464
LOA,100,12,1,3,0.639675614,0.360324386
TRUNC,100,12,1,3,0.639613161,0.360386839
COPY B,100,12,1,3,0.639656723,0.360343277
COPY AB,100,12,1,3,0.639653669,0.360346331
COPY BA,100,12,1,3,0.639655590,0.360344410
TRUNC 1,100,12,1,3,0.639698195,0.360301805
LZTA,100,12,1,3,0.999999934,0.000000066
HOERAA,100,12,1,3,0.999999943,0.000000057
MHEAA,100,12,1,3,0.999999946,0.000000054
HERLOA,100,12,1,3,0.999999935,0.000000065
HEAA,100,12,1,3,0.999999946,0.000000054
ETA,100,12,1,3,0.999999946,0.000000054
SETA,100,12,1,3,0.999999935,0.000000065
OLOCA,100,12,1,3,0.999999935,0.000000065
MHERLOA,100,12,1,3,0.999999935,0.000000065
LDCA,100,12,1,3,0.999999928,0.000000072
HOAANED,100,12,1,3,0.999999943,0.000000057
COPY,101,12,2,2,0.637848252,0.362151748
LOA,101,12,2,2,0.637857792,0.362142208
TRUNC,101,12,2,2,0.637831121,0.362168879
COPY B,101,12,2,2,0.637850021,0.362149979
COPY AB,101,12,2,2,0.637849330,0.362150670
COPY BA,101,12,2,2,0.637848942,0.362151058
TRUNC 1,101,12,2,2,0.637867497,0.362132503
LZTA,101,12,2,2,0.999999909,0.000000091
HOERAA,101,12,2,2,0.999999905,0.000000095
MHEAA,101,12,2,2,0.999999905,0.000000095
HERLOA,101,12,2,2,0.999999905,0.000000095
HEAA,101,12,2,2,0.999999915,0.000000085
ETA,101,12,2,2,0.999999939,0.000000061
SETA,101,12,2,2,0.999999905,0.000000095
OLOCA,101,12,2,2,0.999999905,0.000000095
MHERLOA,101,12,2,2,0.999999908,0.000000092
LDCA,101,12,2,2,0.999999899,0.000000101
HOAANED,101,12,2,2,0.999999905,0.000000095
COPY,102,12,3,1,0.638711346,0.361288654
LOA,102,12,3,1,0.638714536,0.361285464
TRUNC,102,12,3,1,0.638705440,0.361294560
COPY B,102,12,3,1,0.638711985,0.361288015
COPY AB,102,12,3,1,0.638711346,0.361288654
COPY BA,102,12,3,1,0.638711985,0.361288015
TRUNC 1,102,12,3,1,0.638717604,0.361282396
LZTA,102,12,3,1,0.999999907,0.000000093
HOERAA,102,12,3,1,0.999999910,0.000000090
MHEAA,102,12,3,1,0.999999910,0.000000090
HERLOA,102,12,3,1,0.999999908,0.000000092
HEAA,102,12,3,1,0.999999908,0.000000092
ETA,102,12,3,1,0.999999937,0.000000063
SETA,102,12,3,1,0.999999908,0.000000092
OLOCA,102,12,3,1,0.999999910,0.000000090
MHERLOA,102,12,3,1,0.999999910,0.000000090
LDCA,102,12,3,1,0.999999895,0.000000105
HOAANED,102,12,3,1,0.999999910,0.000000090
COPY,103,13,1,2,0.637865696,0.362134304
LOA,103,13,1,2,0.637875236,0.362124764
TRUNC,103,13,1,2,0.637848568,0.362151432
COPY B,103,13,1,2,0.637867466,0.362132534
COPY AB,103,13,1,2,0.637866775,0.362133225
COPY BA,103,13,1,2,0.637866387,0.362133613
TRUNC 1,103,13,1,2,0.637884940,0.362115060
LZTA,103,13,1,2,0.999999982,0.000000018
HOERAA,103,13,1,2,0.999999982,0.000000018
MHEAA,103,13,1,2,0.999999982,0.000000018
HERLOA,103,13,1,2,0.999999983,0.000000017
HEAA,103,13,1,2,0.999999986,0.000000014
ETA,103,13,1,2,0.999999987,0.000000013
SETA,103,13,1,2,0.999999983,0.000000017
OLOCA,103,13,1,2,0.999999982,0.000000018
MHERLOA,103,13,1,2,0.999999983,0.000000017
LDCA,103,13,1,2,0.999999979,0.000000021
HOAANED,103,13,1,2,0.999999982,0.000000018
COPY,104,13,2,1,0.638728736,0.361271264
LOA,104,13,2,1,0.638731926,0.361268074
TRUNC,104,13,2,1,0.638722831,0.361277169
COPY B,104,13,2,1,0.638729375,0.361270625
COPY AB,104,13,2,1,0.638728736,0.361271264
COPY BA,104,13,2,1,0.638729375,0.361270625
TRUNC 1,104,13,2,1,0.638734993,0.361265007
LZTA,104,13,2,1,0.999999977,0.000000023
HOERAA,104,13,2,1,0.999999978,0.000000022
MHEAA,104,13,2,1,0.999999978,0.000000022
HERLOA,104,13,2,1,0.999999977,0.000000023
HEAA,104,13,2,1,0.999999977,0.000000023
ETA,104,13,2,1,0.999999985,0.000000015
SETA,104,13,2,1,0.999999977,0.000000023
OLOCA,104,13,2,1,0.999999978,0.000000022
MHERLOA,104,13,2,1,0.999999978,0.000000022
LDCA,104,13,2,1,0.999999974,0.000000026
HOAANED,104,13,2,1,0.999999978,0.000000022
COPY,105,14,1,1,0.638739559,0.361260441
LOA,105,14,1,1,0.638742749,0.361257251
TRUNC,105,14,1,1,0.638733654,0.361266346
COPY B,105,14,1,1,0.638740198,0.361259802
COPY AB,105,14,1,1,0.638739559,0.361260441
COPY BA,105,14,1,1,0.638740198,0.361259802
TRUNC 1,105,14,1,1,0.638745816,0.361254184
LZTA,105,14,1,1,0.999999996,0.000000004
HOERAA,105,14,1,1,0.999999995,0.000000005
MHEAA,105,14,1,1,0.999999995,0.000000005
HERLOA,105,14,1,1,0.999999995,0.000000005
HEAA,105,14,1,1,0.999999995,0.000000005
ETA,105,14,1,1,0.999999997,0.000000003
SETA,105,14,1,1,0.999999995,0.000000005
OLOCA,105,14,1,1,0.999999995,0.000000005
MHERLOA,105,14,1,1,0.999999995,0.000000005
LDCA,105,14,1,1,0.999999995,0.000000005
HOAANED,105,14,1,1,0.999999995,0.000000005
